"site_id","site_code","site_name"
528661,"3153050",玉田县鸦鸿桥S
532630,"7393023",邵阳市洞口县K
532634,"5123658",苏州盛泽杨扇K
532645,"5123669",苏州盛泽前跃
535606,"5773085",永嘉黄屿S
540623,"5583029",安徽省涡阳
543686,"0203453",白云陈田S
545617,"5113073",丹阳新珥陵SK
546627,"7553437",布吉大道S
550608,"0283427",邛崃固驿镇
551889,"3953011",郾城辽河路S
559605,"5123676",尚湖
559633,"5743313",宁波云龙
560602,"4533032",牡丹江宁安市郊区S
563619,"7303025",岳阳步行街SK
563625,"8313073",宜宾三江K
563641,"0233291",重庆市北碚S
749902,"021300003",上海光明S
750908,"797300002",赣州市瑞金
754740,"752300001",大亚湾新区同信S
755661,"459300001",大庆四营物流S
756081,"571300012",杭州西兴
756783,"311300015",石家庄胜利北S
757033,"020300013",广州龙洞增量S
757053,"750300001",新会大泽镇增量S
757054,"020300016",广州白云白沙增量S
757118,"028300010",邛崃羊安镇S
757138,"769300028",东莞塘厦增量S
757327,"731300016",湘潭北二环
759423,"371300019",郑州华山路S
759425,"579300015",永康十里牌S
759459,"577300014",苍南钱库S
764499,"731300031",劳动西路S
764648,"757300043",大沥铁村S
764777,"020300065",广州黄埔信华S
765064,"571300053",杭州环北丝绸S
766594,"791300012",向塘商贸城
766666,"795300003",万载县金三角S
767013,"573300026",嘉兴易达S
767034,"777300003",钦南高新区S
768220,"536300020",潍坊经济区
791400,"827300002",巴中任俊芳
791716,"513300072",南通瑞超S
796272,"635300039",烟台大季家S
802985,"516300086",睢宁凌城人民路
778658,"577300049",仙岩岩下S
778823,"751300011",新丰县城
779550,"734300013",衡阳市区S
779834,"898300020",海南金江
781933,"635600010",聊城分拨直送部
782287,"538300008",山东好客S
782295,"510600005",苏州分拨填仓T3
782303,"571300133",临平良渚镇
782375,"751300013",乐昌新锐
782921,"415300007",辽宁丹东长风
782929,"374300012",后河电商项目二S
782959,"539300032",临沂河东温泉路
783036,"025300058",栖霞新港开发区
783173,"454300012",佳木斯市新桦川县
783609,"571300137",杭州市临平南
783693,"024300069",辽宁新民市
783794,"633300023",揭阳惠来县
771705,"025300038",海安李堡S
772221,"024300050",辽宁沈东
763882,"519300017",常州市横林
770056,"431300009",长春北湖新区
800338,"595300141",壹聚S
801542,"571300175",文化村S
802032,"573300072",海盐市区S
807968,"550300010",天长汊涧S
674655,"4533225",牡丹江林口S
784646,"512300134",苏州吴江市内S
796413,"027300054",武汉市常青花园
89627,"3153028",河北唐山丰南黄各庄S
92593,"5793081",金华傅村S
92607,"8773009",云南玉溪元江县
92615,"5743075",余姚方桥S
97631,"0233211",重庆市区商场鞋服直派
97645,"3513047",太原商场鞋服直派
98607,"5123215",张家港市金港镇S
98610,"0293087",陕西三原
101604,"5943009",秀屿区忠门镇
103622,"5773072",万全孙楼S
108600,"5143020",扬州霍桥S
108611,"8393016",广元市万源新区
108626,"5623002",铜陵东
109590,"7313130",湖湘世纪城
110600,"5323080",山东青岛保税区S
114620,"7543043",龙湖万吉
116609,"5433007",博兴锦秋S
119603,"0233216",重庆渝北区空港
122602,"0253137",南京钟山风景区
131647,"5633006",广德桃州
135621,"5133141",江苏海门大千S
136611,"5513106",经开锦绣
137600,"5323083",青岛机场S
138602,"3553017",长治英雄店S
140629,"0203251",越秀大通
140631,"7313138",长沙望城铜官
143597,"5113031",镇江新三山S
143631,"5143022",江都城北S
143632,"5463009",东营广饶轮胎S
144611,"5323087",胶州石拉子S
146598,"8753025",云南省保山市龙陵集散站B
146668,"5433009",山东滨州邹平
151590,"0106012",北京丰台派送部
151592,"0106013",北京海淀派送部
151646,"7603058",中山古镇冈东S
158595,"5793086",义乌南下朱S
158606,"7603060",南圃阳光S
158652,"8715011",昆明会员木子
164608,"7713064",仙葫南一里路S
167585,"8303025",泸州市华储
168747,"5703031",开化华埠S
168753,"5113033",江苏丹阳市区
169616,"5113034",高港会员谭志强
171616,"7583025",四会市大旺
173634,"0103309",北京丰台新村S
173644,"3113139",河北石家庄红旗街
2604,"7523019",惠州三栋
7763,"7523001",惠州惠阳镇隆福景
774620,"551300036",合肥丰运
296605,"0243089",辽宁沈阳东达
765703,"755300048",石岩北环路
774929,"510300055",滨湖南泉镇S
801487,"579300092",义乌望道S
808914,"536300046",青州市区S
229673,"3173027",河北辛中驿
230604,"3173033",河北肃宁
376617,"5103152",华士镇S
761078,"316600003",廊坊分拨直送部
772516,"574300051",江北庄桥
230661,"0253145",南京新河西
377633,"5926007",厦门分拨派送部
787035,"595300125",泉州新市区S
18157,"5373050",济宁微山
656718,"5783214",丽水市莲都
762642,"838300003",四川绵竹
784741,"453300008",黑龙江宁古塔
790292,"755300090",福永镇八方S
249629,"5583023",安徽省利辛
3986,"5793004",兰溪
12080,"9023002",新疆省哈密
236648,"0273135",武汉蔡甸区
674642,"3583223",山西石楼县城
774524,"024300052",沈阳苏家屯锦程
400699,"7763209",百色凌云县K
400707,"5983213",三明沙县城区K
400745,"5993218",南平光泽县K
400772,"7913225",江西鹰潭K
400823,"8303227",泸州市通口K
400847,"6633202",普宁池尾K
400852,"6633205",揭阳阳美K
400855,"6633207",广东惠来K
400948,"8343215",凉山州喜德县K
400952,"7943215",南昌昌北区K
400969,"7143201",湖北阳新K
401002,"7163204",湖北江陵K
401032,"8363213",甘孜新龙县K
401040,"8363216",甘孜州稻城K
401074,"8373208",阿坝州马尔康县K
401112,"7193207",十堰茅箭区K
401122,"8393215",广元市昭化区K
401136,"8393220",广元利州金柜社区K
401142,"8513247",云岩中华K
401149,"7243208",东宝区K
401164,"7283203",仙桃毛嘴K
401173,"8593208",兴义市桔山商贸城K
401177,"7303205",岳阳平江K
401202,"8753218",保山兴业K
401206,"8513209",贵阳金华K
401214,"7313214",长沙宁乡K
401250,"7313250",株洲醴陵K
401303,"8913209",西藏拉萨市罗布林卡K
401304,"8523205",遵义市遵义县K
401308,"7313293",湘潭市九华K
401336,"7313307",长沙跳马新区K
401365,"8533206",贵安新区K
401377,"8973201",西藏阿里K
401416,"0103111",静海K
401422,"0103190",北京朝阳管庄K
401449,"0203147",广州黄埔双岗K
401493,"0103575",顺义综保区K
401519,"0203407",南沙榄核镇K
401524,"0203410",白云江高镇区K
401532,"0233060",铜梁K
401564,"7373203",益阳南县K
401581,"9413212",甘肃甘南临潭县K
401606,"9973204",新疆阿瓦提K
401613,"7393204",邵阳武冈K
401651,"0103046",天津大港K
401693,"7433211",吉首古丈县K
401713,"3983204",河南灵宝K
401742,"7453208",怀化新晃K
401839,"0243239",辽宁兴城K
401846,"0203524",南海大沥K
401871,"0213518",闵行纪王K
401914,"7523216",惠州惠东K
401920,"0243287",辽宁辽中K
401957,"7523245",惠州博罗县K
402013,"7543222",汕头金平大学路K
402051,"0253337",南京钟山风景区K
402128,"0273302",凌家山北路K
402138,"0273318",庙山新村SK
402185,"3183206",衡水深州K
402203,"3193216",河北邢台任县K
402233,"3513215",山西侯马K
402248,"4783214",阿拉善左旗K
402263,"5123384",太仓陆渡区K
402274,"5713366",富阳K
402376,"5933205",霞浦K
405812,"5333113",淄博沂源一部R
405823,"7603111",中山东凤八部R
406682,"9173111",宝鸡金台三部R
406711,"3953121",河南信阳市一部R
406746,"3953124",驻马店驿城一部R
406752,"3773117",南阳内乡一部R
406794,"7713123",南宁人民一部R
406797,"7713126",南宁西乡塘区一部R
406827,"5353113",烟台长岛一部R
408702,"3173044",沧州泊头市区一部R
409635,"8183045",宣汉县黄金镇
412665,"3503032",山西忻州陆家庄
413640,"5353115",山东烟台一部R
413642,"5103215",无锡新区五部R
413644,"3713135",郑州新郑龙湖一部R
413656,"8593111",黔西南册亨二部R
413679,"3743008",河南禹州神垕
805904,"571300189",黄山黟县S
42591,"8563022",贵州德江县
524607,"5663013",池州市青阳
736659,"4743215",内蒙乌兰察布商都县
756753,"633300005",揭阳三财
788061,"997300006",阿克苏二部
4222,"0233004",重庆长寿经开区
19150,"3543005",山西祁县长兴
21970,"9993014",伊犁尼勒克县
456856,"5313074",济南天桥清河
494614,"3943020",河南郸城
585652,"7703012",广西上思县
774268,"514300018",江都小纪镇S
800614,"023300065",高新区白市驿S
650623,"0103695",北京东城百荣
8221,"5323052",青岛黄岛保税区
15679,"7793005",广西北海市南区
351643,"7563051",珠海吉道
801407,"579300091",义乌高新区S
394615,"5193053",武进高新区
396649,"5746011",余姚分拨派送部
573607,"5733141",嘉兴云东路S
770761,"536600007",潍坊分拨高新市区派送部
773803,"025300040",江宁横溪镇
188597,"5733072",嘉兴海宁许村
766195,"595600003",泉州分拨填仓T
772600,"546300009",东营区西城S
775512,"357300005",山西襄汾S
802770,"022300065",空港易达
788346,"512300149",苏州坛丘S
775181,"768300007",新彩塘S
800705,"777300004",钦北一部S
807959,"931300032",民和县
452659,"3723020",安阳北关区
586621,"8253036",四川大英S
776569,"519600009",常州分拨青枫派送部
790003,"598300002",三明建宁S
800136,"371300066",荥阳高村S
21745,"5713212",杭州拱墅康桥
711623,"5313279",济南遥墙飞机场
790541,"536300034",潍坊潍城西
18582,"5963009",漳州龙文区
457650,"3123075",保定高碑店
2403,"7693082",东莞桥头大州
774915,"558300021",蒙城南部
232638,"3103048",邯郸曲周县S
232644,"3103050",河北邯郸武安S
661708,"3583221",山西吕梁北区
9156,"3713075",郑州南四环
757967,"371300016",郑州福塔S
791441,"731300098",望城雷锋镇S
804281,"029300069",西安红旗路
705625,"0233543",渝北区回兴
793139,"757300117",大良金鹏
15596,"4753009",内蒙古通辽后旗
791040,"020300154",广州田心S
804504,"028300117",桐梓林S
13015,"9363004",甘肃民乐县
16483,"4763009",元宝山区平庄镇
756979,"024300009",沈阳自贸区S
790951,"575300052",绍兴沥海
266630,"9313033",金城焦家湾S
498614,"5583025",阜阳市颍东区
577646,"0253074",南京黄桥S
698642,"5123727",昆山能达通S
377637,"5276005",宿迁分拨派送部
377646,"7556010",深圳分拨派送部
382616,"5363094",昌邑石埠镇S
382632,"8253019",遂宁安居区
383648,"7746003",梧州分拨派送部
383667,"7166004",荆门分拨派送部
383687,"8526003",遵义分拨派送部
387618,"7553234",新安信丰S
394675,"5363100",潍坊昌邑市
396634,"5913066",福湾财贸科工城
397694,"4513219",哈尔滨龙运K
397761,"8713227",昆明官渡螺蛳湾K
397793,"5163255",徐州市贾汪SK
397795,"0103435",通州张家湾K
397838,"5173217",睢宁东环岛K
397916,"5123484",苏州芦荡路K
397926,"0103488",海淀颐和园K
397971,"4703204",内蒙古牙克石市K
397985,"7553277",石碣K
398002,"8733221",红河州石屏县K
398008,"4713201",呼和浩特新城区K
398020,"5363210",潍坊保税光电园K
398024,"5183224",江苏赣榆K
398077,"5193219",常州丽华K
398078,"5133254",江苏如东一点通K
398106,"7553311",龙华华南国际物流园K
398113,"5103233",无锡锡山K
398204,"5643207",安徽霍山K
398216,"0103571",北京亦庄科创街K
398229,"5163232",江苏徐州丰县K
398312,"0203326",白云新市机场路K
398313,"0283343",眉山仁寿K
398321,"0283351",成都双流县彭镇K
398349,"7553376",中国香港安能K
398423,"7553431",宝安长圳K
398429,"0203484",海珠光大K
398515,"5323203",青岛李沧鑫捷宇K
398516,"0293233",西安未央南K
398533,"7563248",珠海屏西K
398540,"0213437",浦东合庆东K
398569,"5373231",菏泽郓城K
398588,"5713412",杭州拱墅康桥K
398611,"7573218",伦教永丰K
398615,"8983210",海南昌江县K
398646,"7573230",佛山三水西南K
398655,"7573237",广东佛山高明K
398662,"7573238",三水市区K
398826,"5383207",山东泰安新泰K
398848,"5717878",杭州淳安K
398857,"3103231",河北邯郸集散站BK
398910,"0213485",青浦崧皇SK
398992,"5393216",临沂城西SK
399001,"3113219",河北衡水安平K
399018,"9133220",陕西蒲城K
399047,"5273207",沭阳新河镇SK
399129,"3113294",河北石家庄时光街K
399131,"3723201",河南滑县K
399152,"3113298",河北石家庄塔坛K
399200,"9315203",兰州分拨营业部K
399282,"3113337",石家庄外围商场鞋服直派K
399296,"3113342",无极北苏镇开发区K
399305,"5503211",安徽来安县K
399318,"3113349",辛集北部K
399353,"3123201",保定清苑北环K
399402,"3123216",河北涿州K
399426,"0233348",城口城区K
399433,"9543206",宁夏西海固K
399438,"3123222",河北保定定兴K
399464,"5513285",包河绿地中心K
399493,"7693320",东莞高埗K
399569,"3963201",河南遂平K
399582,"0223305",天津东丽建材城K
399594,"9993202",新疆奎屯K
399597,"0233417",开州安康南K
399605,"0233419",璧山红宇K
399623,"0223323",天津北辰区K
399631,"3143203",承德兴隆K
399676,"5733269",浙江海宁东部K
399766,"7713255",马山K
399788,"5663203",安徽东至县K
399816,"0103529",北京朝阳大黄庄K
399897,"4113209",大连开发区十里岗K
399917,"5743302",宁波鄞州城区K
399919,"4113228",大连聚合K
399956,"4163204",辽宁凌海K
399979,"4573206",加格达奇区林海路K
399986,"4273203",辽宁盘锦大洼K
400018,"5763243",椒江三甲SK
400034,"4703226",鄂伦春克一河镇K
400065,"4753204",通辽奈曼K
400160,"5773263",温州萧江K
400172,"4773211",内蒙古杭锦旗K
400182,"4773216",东胜区东部K
400195,"5103337",无锡堰玉路SK
400206,"5793204",兰溪K
400208,"4783213",巴彦淖尔东开发区K
400269,"5953219",泉州市石狮蚶江K
400290,"5123354",张家港东部K
400315,"7313335",长沙望城捷传K
400380,"5513303",合肥新城K
400392,"7793208",广西北海市工业园K
400420,"5517317",金座产业园K
400430,"5923251",厦门白虎岩K
400445,"5533204",芜湖镜湖K
400515,"7723222",柳州百朋K
400547,"8163228",新游仙魏城镇K
400551,"7723253",广西金秀县K
223599,"7557847",龙华大浪浪口S
726780,"7743237",贺州西湾二部
771118,"532300050",青岛樱花苑S
801799,"769300091",万江德胜
802107,"028300112",青白江清泉S
302606,"0273141",沌口创业城
791304,"744300003",张家界市永定S
800873,"730300009",岳阳县
2897,"0253024",南京溧水
634710,"0213807",宝山乐业
802528,"523300042",东台市区S
2311,"7693096",东莞石碣鹤田
285615,"5717678",杭州淳安
573616,"5713416",下沙银海街S
756148,"575300007",上虞区崧厦S
801668,"558300034",安徽临泉县
573648,"8713116",昆明呈贡区
775234,"574300055",北仑大碶工业区
364614,"5793109",义乌市义亭
533662,"5733251",勇通开发区S
602752,"5373080",济宁中德
802966,"577300072",平阳礼品城
803393,"734300021",珠晖腾云S
803818,"021300265",松江中德S
803251,"516300187",双智六部
803215,"023300092",万州区德邦新田
3222,"0213089",青浦白鹤镇
804674,"516300220",徐州七段S
764343,"374300003",许昌魏都北区
771077,"316600011",廊坊分拨安次派送部
18411,"9143008",江滨路
462610,"8273019",巴州库尔勒三十三团
768279,"452300004",建华顺达
52588,"5123210",苏州浒关宜家
5056,"3513024",山西晋中榆次
5062,"3513023",山西平遥
6642,"8373001",四川阿坝
6895,"0276003",武昌派送部
6947,"6353001",聊城高新区
7020,"7593001",湛江坡头
7021,"3193001",邢台南宫市
7136,"5573001",安徽泗县
7180,"3153007",河北唐山迁安
7237,"8513021",贵阳清镇
7525,"0213120",徐汇光大
7581,"3123003",河北安国
7591,"9513003",宁夏银川灵武
7604,"3183002",衡水枣强
7652,"3515001",太原营业部
7975,"5163021",徐州柳新
8059,"3183006",衡水深州
8185,"5135001",南通营业部
8191,"7393005",邵阳隆回
8219,"3713032",郑州龙湖镇
8262,"4173002",辽宁大石桥
8313,"7303005",岳阳平江
8330,"5525001",蚌埠营业部
8426,"4323004",吉林市徐州西路
8506,"5323053",青岛李沧金水路
8693,"3193007",河北邢台柏乡
8846,"0223025",天津津南微电子开发区
8965,"8983014",海南三亚凤凰镇
8982,"7533006",梅州大埔县
9032,"4356001",梅河口派送部
9120,"0203095",越秀区庄
9297,"7523030",惠州园洲
9369,"8883001",丽江古城
13970,"4213004",辽宁朝阳凌源
14029,"0276012",广埠屯派送部
14089,"8313011",宜宾临港
14196,"3963004",河南西平
14239,"5123125",昆山宝益路
14252,"5123126",昆山陆杨石牌
14470,"7183005",湖北建始县
14945,"0103187",昌平桃峪
15109,"8163014",绵阳平武县
15126,"0103192",北京朝阳城区
15189,"7723024",柳州白露
15364,"3713023",郑州市图书城
15658,"8543004",贵州惠水县
15857,"8373007",阿坝州若尔盖
15869,"8983037",海口和平
16132,"4763007",元宝山区元宝山镇
16635,"4773004",内蒙古东胜区
16754,"0273087",汉阳王家湾
16852,"9413008",甘肃甘南碌曲县
16855,"7913043",南昌新昌南
16911,"5713103",杭州中泰
16971,"3103028",邯郸马头镇
17052,"5773050",温州仙降
17092,"9143007",商洛市北新街
17134,"7555025",深圳会员安通运达
17400,"7943017",抚州资溪县
17484,"3503010",山西忻州宁武县
17523,"7573017",南海小塘
17888,"8733009",云南红河州河口县
17999,"9913015",乌鲁木齐大湾
18012,"8763008",云南文山兴街
455178,"8763037",云南省文山南K
455421,"5123340",苏州广发增量
455651,"7953028",江西宜春
455710,"5163099",沙集北部SK
455748,"5763107",三门开发区SK
455975,"3163047",固安牤牛河
456010,"5323126",青岛平度南村K
456130,"4353022",通化东昌营业增量
456183,"5743266",余姚姚北SK
456203,"8133055",自贡市龙乡大道K
456210,"0213681",宝山洋桥K
456216,"5723059",湖州菱湖振菱路SK
456545,"0293125",西安欧亚物流园K
456614,"5743128",余姚华联S
456725,"5103182",丁山增量
456780,"5123368",昆山淀山湖香石路SK
456837,"0213692",闵行区虹梅南路K
456967,"7363014",常德河洑镇K
456980,"8773034",玉溪江川S
457013,"0213698",上海龙轩K
457443,"7173032",宜昌城区K
457606,"5103192",尚湖环湖北路S
457678,"5273031",泗阳城北SK
459603,"7713093",南宁西葏
459639,"5123548",苏州姑苏若水路
459640,"5123549",苏州姑苏若水路K
460617,"7543061",汕头布尚楼
467625,"7553477",平湖山厦K
468649,"5123564",苏州流虹路K
471644,"5123574",昆山新生SK
471649,"8253033",遂宁城北客运站K
472635,"5123578",昆山城北丰收SK
472650,"3733022",河南新乡北环路
477628,"3593054",山西运城关胜
478643,"7313228",浏阳南区K
480617,"5913086",福州马尾快安
484631,"7573101",里水赤山S
488616,"5123616",苏州唯亭浦田SK
645671,"4783022",巴彦淖尔西苑分部
645672,"8773046",玉溪万达
649663,"8573228",威宁县石门乡
651629,"3753013",河南叶县
651691,"7603278",小榄北部S
653639,"8307009",泸县玄滩
653698,"8883016",云南省丽江市玉龙县
659625,"8763053",药材批发增量系统
659678,"5743163",慈溪掌起电商S
670641,"0283523",邛崃城区S
673653,"4543213",佳木斯新东风
676627,"5533231",芜湖繁昌西S
683667,"5723261",长兴星网
759679,"595300013",石狮祥芝
759989,"579300020",永康龙达S
760095,"757300031",狮山兴业增量S
760655,"371300024",郑州立邦
760813,"531300014",济南市政府S
760815,"025600001",南京分拨空仓T
760837,"452600001",齐齐哈尔分拨空仓T
760852,"757600002",广州分拨空仓T
760855,"633600001",潮汕分拨空仓T
760882,"776600001",百色市分拨空仓T
760889,"377600001",南阳分拨空仓T
760912,"717600001",宜昌分拨空仓T
760927,"951600002",银川分拨空仓T
760928,"931600001",兰州分拨空仓T
760944,"512600005",苏南分拨空仓T
760972,"579600003",永康分拨空仓T
761009,"760600002",中山分拨直送部
761027,"772600002",柳州分拨直送部
761043,"370600002",商丘市分拨直送部
761104,"911600002",延安分拨直送部
761116,"872600002",大理分拨直送部
761156,"835300001",雅安市名山新店
761881,"024300020",沈阳皇姑S
761887,"536300012",潍坊陆迈S
763119,"021300056",奉城城中路S
763167,"595300023",新塘S
763421,"951300008",凤城S
763697,"398300002",河南湖滨
773925,"512600020",苏州分拨练塘派送部
777106,"577300047",汀田S
10011,"0203099",荔湾西湾路
10069,"3113055",石家庄人民广场
10110,"7693011",南城市区
10452,"0215013",浦西会员大鹏
10473,"0225004",天津会员德易来
10633,"5646001",六安派送部
10684,"8883003",云南大理古城
10717,"5333001",淄博高青
10735,"0275004",武汉会员英速
11167,"5725001",湖州营业部
11210,"4546001",佳木斯派送部
11242,"5793018",金华塘雅
11527,"0205007",海元会员韩锦
11692,"0215029",松江会员益军
11825,"0243049",辽宁海城祥圣
12503,"7915002",南昌会员佳丽
12528,"5513023",合肥蜀山产业园
12731,"5793065","11永康城西成都"
12889,"7553111",龙华华南国际物流园
12956,"7923017",江西九江县
13166,"3193015",南宫垂阳开发区
13197,"5953014",泉州市丰泽城东
13253,"8353007",雅安市荥经县
13300,"9163005",陕西汉中洋县
13360,"3103016",河北邯郸邯山区
13478,"0283121",成都万年场派送部
13498,"3103021",河北邯郸武安
13556,"5713138",萧山桥南区块
13670,"0223051",津南海河教育园
13680,"7313074",湖南岳塘
13734,"8333013",乐山市新城区
13735,"9153012",紫阳县蒿坪
565614,"5713408",杭州恒生K
565657,"5123680",常熟尚湖镇S
572626,"7603098",中山大涌南文K
576612,"5133230",海安东部黄海路SK
577615,"5363119",潍城中部S
577619,"5963225",漳浦兴宝来S
577620,"5963227",漳浦兴宝来SK
577636,"7723074",柳州洛维一部K
578603,"8163058",三台皂角城SK
582609,"5103389",无锡锡山鹅湖S
585612,"5123687",苏州吴中市区
585615,"9063203",新疆阿勒泰市
585647,"7717206",广西南宁吴圩K
589607,"5997081",建阳水吉镇S
589631,"3593057",运城新绛K
591625,"5953123",泉州市泉港区K
597629,"7553447",坂田东海王S
597632,"7303027",临港新区S
597646,"5463022",山东东营广饶县K
602674,"0103477",顺义奥林匹克K
602772,"7313394",长沙暮云北
607667,"0203384",新天河员村
609617,"7183220",建始县K
609621,"5953334",德化家具城S
626616,"3503040",忻州原平市区S
626639,"0293313",西安凯伦S
628633,"7553504",深圳沙头角SK
630632,"5103260",惠山钱桥K
631768,"3593247",山西绛县城关
634629,"5773099",萧江增量
634665,"5773406",当家物流园增量
636622,"0213808",金山金流路S
638645,"5393049",临沂兰山通达
736834,"5923294",厦门山水S
736923,"7733248",桂林全州乡镇S
736951,"7783215",河池金城江
739789,"6313218",威海环翠区初村镇S
741723,"5763284",章安涌泉镇S
741811,"9173225",金台城区S
742804,"5233263",靖江城北S
743729,"5713531",千岛新创
745737,"5953378",浔中S
747910,"769300001",花园新村S
748566,"532600001",平度分拨派送部
748687,"635300003",烟台福山东厅S
787015,"511300018",扬中下洲S
787351,"754300020",潮南司马浦镇S
787541,"752300018",惠州江北市区S
788008,"512300146",苏州汉达科技园S
788340,"027300049",东湖高新区
788978,"020300143",番禺城北
790696,"913300006",渭南华州区
800311,"891300003",拉萨市城东
800388,"818300014",达州河市
800634,"023300068",万州江南新区
801448,"772300015",柳州生态城
736740,"7553537",沙井锦程
750906,"769300009",东莞新光明
772092,"691300005",勐海直发
4601,"5103095",江苏靖江
18639,"3133017",张家口康保县
259614,"9973025",新疆阿拉尔物流园
803283,"571300188",杭州西站S
759266,"357300002",临汾吉县乡宁
764258,"514300004",高邮开发区S
2146,"0283041",德阳
3245,"0213061",上海徐汇
793932,"514300029",江苏丁沟S
755703,"769300011",松山湖北部S
757220,"551300005",合肥商贸S
563664,"5713481",杭州市西溪
803074,"516300119",万沙七部
184633,"0213333",瓦洪公路S
2429,"7553070",寮步横坑
792284,"021300234",上海光新S
774656,"572300020",湖州城南S
9,"1300009",武汉驻地营业部
54,"1300054",蚌埠驻地营业部
70,"1300070",新乡驻地营业部
140,"1300140",佛山驻地营业部
167,"1300167",自贡驻地营业部
1632,"0000003",测试二级财务网点
1749,"0103110",内蒙古乌海
1861,"3113033",石家庄赵县
1947,"0103075",北京顺义机场
1954,"0103064",昌平沙河
1975,"0105000",北京营业部
2023,"0283088",双流航空港
2060,"8136001",自贡派送部
2173,"8713023",昆明五华普吉
2184,"8713036",云南红河弥勒
2223,"0283028",绵阳玖宏
2250,"0286002",锦江城区D
2294,"0203072",天河东圃
2482,"0203075",广东韶关
2555,"7553018",龙岗横岗
2582,"7912069",江西吉安市
2752,"5186001",连云港派送部
2754,"5183004",连云港五部
2814,"532301502631",山东胶州一部02631
2905,"7713011",广西玉林
2922,"532304602634",黄岛七部02634
2984,"5523027",安徽涡阳
2991,"5523025",安徽界首
3188,"0213070",浦东惠南
3265,"0213008",松江小昆山
3302,"0243020",辽宁沈阳苏家屯
3306,"0243035",辽宁通辽
3372,"5173033",江苏沭阳卡拉揚
3381,"5103004",江阴
3405,"5123017",昆山千灯
3430,"5103082",常州横山桥芙蓉
3492,"5173032",江苏淮安淮阴
3586,"0243013",辽宁大连旅顺
3593,"0243021",辽宁朝阳
3598,"0243034",辽宁锦州
3714,"5103050",苏州吴中浦庄
3718,"5103040",苏州新区枫桥
3783,"5363038",潍坊昌乐
4170,"8173000",四川达州
4263,"8513002",遵义国际商贸城
4502,"7603021",江门蓬江
4554,"8513011",贵州都匀
4605,"5103094",江苏常州钟楼市区
4978,"8713041",云南文山开化
21937,"7313112",湘潭护潭
22079,"7533017",梅州梅江江南
22094,"7173015",宜昌东山开发区
22180,"8163018",盐亭
22182,"7343023",祁东鹏程
22400,"7623003",河源东源仙塘
22543,"5613003",安徽淮北市
22846,"5713216",萧山信诺部
22913,"4565001",朝阳会员孔令超项目
23287,"8273006",巴中市平昌
23433,"0215049",浦西会员佳霆
23443,"5913044",福州长乐城区
23651,"8715002",昆明会员云秀
23685,"4153005",辽宁丹东新城
23752,"7663007",云浮郁南县
23753,"0273104",红棉路
24163,"0243068",沈阳文萃路
24173,"4193004",辽宁灯塔市
25041,"0205010",海元会员喜百年
25469,"9916006",乌市水磨沟派送部
25514,"5233034",泰州海陵城东
25617,"8263033",邻水袁市
25629,"8515006",贵阳会员好又快
25825,"5713235",杭州德信
26227,"7313121",湾田国际
26288,"0273110",汉阳后官湖
26303,"7575007",海元会员易速达
26691,"5235003",高港会员毕婷婷
26771,"7315005",长沙会员肖曦
26982,"0223079",天津河西
27168,"5193027",常州汤庄镇
27208,"7555053",深圳会员通达圆
27322,"5743064",慈溪新浦正前
27543,"9133021",陕西合阳
27569,"7923025",九江市区
30596,"5773064",瑞安莘望
39584,"3106001",邯郸派送部
43619,"5743065",宁波余姚马渚S
45590,"0233196",开州镇东
47619,"7573028",乐从沙窖S
47622,"5123204",苏州园区沈浒路S
47633,"5713248",萧山进化部
49600,"3716012",郑州商都路市区派送部
61614,"5163041",徐州鼓楼北区S
65588,"5713253",萧山所前街道
18128,"0243061",沈阳高官台
18150,"5933004",宁德寿宁县
18235,"7533016",梅州市江南街道
18492,"0233138",重庆渝中区菜园坝
18632,"0276018",光谷D
18809,"0273092",黄陂前川
18811,"4513035",哈尔滨巴彦
18833,"9153019",安康市高新
19079,"3113076",石家庄高营大街
19099,"5513079",蜀山产业园
19138,"3113079",石家庄塔坛
19139,"3113080",石家庄方村
19194,"7915007",南昌会员陈春兰
19280,"3583013",山西吕梁交口县
19298,"8253007",遂宁蓬溪
19487,"5795005",金华会员胡雅涵
19708,"5123170",苏州姑苏星海街
19750,"7555037",深圳会员完美达
19901,"5973002",福建龙岩永定
19930,"8513060",贵州息烽
20198,"8553007",贵州天柱
20272,"5713151",萧山义蓬镇部
20696,"0233147",城口坪坝
20923,"5746006",余姚派送部
21343,"5953042",石狮彭田
21748,"0203213",广州黄埔长洲岛
180633,"7693153",常平苏坑S
180642,"9993022",伊宁市芳草湖
181601,"0213332",奉贤开发区S
183629,"0203258",白云风和S
190599,"8833025",临沧永德县
191585,"8983062",三亚大东海S
191596,"3173009",河北沧州崔尔庄
193599,"0223116",天津红桥大胡同S
193607,"5123245",苏州同里
194611,"4343008",吉林四平燊阳
198588,"5363070",潍坊峡山太保庄S
203601,"0213341",上海新镇
203628,"5173051",淮安清浦
205589,"0225020",天津津南微电子大货会员
209625,"5163048",江苏徐州市
209642,"4315004",吉林深圳路V
217627,"5993020",武夷山三姑区公馆村S
218630,"0286016",成都分拨自提
218682,"7926002",九江分拨自提
219595,"8256002",遂宁分拨自提
219603,"3776001",南阳分拨自提
221595,"0103331",北京丰台科技园
222627,"3553019",山西长治长子县
224604,"7553203",南山西丽麻磡S
226601,"5923070",厦门翔安区
